rent_euro,year,half,half_year,time_period,county,province,area,location,property_type,bedrooms,bedrooms_num,is_dublin,is_city,is_county_aggregate,latitude,longitude
1018.42,2020,1,2020H1,1,Dublin,Leinster,Glasnevin,"Glasnevin, Dublin 9",Other flats,1 to 2 bed,1.5,TRUE,TRUE,FALSE,53.3498,-6.2603
1110.79,2020,1,2020H1,1,Dublin,Leinster,Dublin 11,Dublin 11,Other flats,1 to 2 bed,1.5,TRUE,TRUE,FALSE,53.3498,-6.2603
1171.39,2020,1,2020H1,1,Dublin,Leinster,Dublin 12,Dublin 12,Other flats,1 to 2 bed,1.5,TRUE,TRUE,FALSE,53.3498,-6.2603
1186.91,2020,1,2020H1,1,Dublin,Leinster,Crumlin,"Crumlin, Dublin 12",Other flats,1 to 2 bed,1.5,TRUE,TRUE,FALSE,53.3498,-6.2603
1205.57,2020,1,2020H1,1,Dublin,Leinster,Kimmage,"Kimmage, Dublin 12",Other flats,1 to 2 bed,1.5,TRUE,TRUE,FALSE,53.3498,-6.2603
691.23,2020,1,2020H1,1,Galway,Connacht,Galway,Galway,Other flats,1 to 2 bed,1.5,FALSE,FALSE,TRUE,53.2707,-9.0568
754.11,2020,1,2020H1,1,Galway,Connacht,Galway City,Galway City,Other flats,1 to 2 bed,1.5,FALSE,TRUE,FALSE,53.2707,-9.0568
518.55,2020,1,2020H1,1,Kerry,Munster,Kerry,Kerry,Other flats,1 to 2 bed,1.5,FALSE,FALSE,TRUE,52.1545,-9.5669
506.51,2020,1,2020H1,1,Kerry,Munster,Tralee,"Tralee, Kerry",Other flats,1 to 2 bed,1.5,FALSE,FALSE,FALSE,52.1545,-9.5669
846.52,2020,1,2020H1,1,Kildare,Leinster,Kildare,Kildare,Other flats,1 to 2 bed,1.5,FALSE,FALSE,TRUE,53.1589,-6.9099
526.17,2020,1,2020H1,1,Laois,Leinster,Laois,Laois,Other flats,1 to 2 bed,1.5,FALSE,FALSE,TRUE,53.0349,-7.299
668.29,2020,1,2020H1,1,Limerick,Munster,Limerick,Limerick,Other flats,1 to 2 bed,1.5,FALSE,FALSE,TRUE,52.6638,-8.6267
685.02,2020,1,2020H1,1,Limerick,Munster,Limerick City,Limerick City,Other flats,1 to 2 bed,1.5,FALSE,TRUE,FALSE,52.6638,-8.6267
760.25,2020,1,2020H1,1,Louth,Leinster,Louth,Louth,Other flats,1 to 2 bed,1.5,FALSE,FALSE,TRUE,53.9252,-6.4889
764.57,2020,1,2020H1,1,Louth,Leinster,Dundalk,"Dundalk, Louth",Other flats,1 to 2 bed,1.5,FALSE,FALSE,FALSE,53.9252,-6.4889
498.8,2020,1,2020H1,1,Mayo,Connacht,Mayo,Mayo,Other flats,1 to 2 bed,1.5,FALSE,FALSE,TRUE,53.855,-9.2986
726.99,2020,1,2020H1,1,Meath,Leinster,Meath,Meath,Other flats,1 to 2 bed,1.5,FALSE,FALSE,TRUE,53.6055,-6.6564
504.12,2020,1,2020H1,1,Monaghan,Ulster,Monaghan,Monaghan,Other flats,1 to 2 bed,1.5,FALSE,FALSE,TRUE,54.2492,-6.9683
538.73,2020,1,2020H1,1,Monaghan,Ulster,Monaghan Town,Monaghan Town,Other flats,1 to 2 bed,1.5,FALSE,FALSE,FALSE,54.2492,-6.9683
566.08,2020,1,2020H1,1,Offaly,Leinster,Offaly,Offaly,Other flats,1 to 2 bed,1.5,FALSE,FALSE,TRUE,53.2734,-7.7783
501.56,2020,1,2020H1,1,Offaly,Leinster,Tullamore,"Tullamore, Offaly",Other flats,1 to 2 bed,1.5,FALSE,FALSE,FALSE,53.2734,-7.7783
489.76,2020,1,2020H1,1,Tipperary,Munster,Tipperary,Tipperary,Other flats,1 to 2 bed,1.5,FALSE,FALSE,TRUE,52.4738,-8.1619
612.44,2020,1,2020H1,1,Waterford,Munster,Waterford,Waterford,Other flats,1 to 2 bed,1.5,FALSE,FALSE,TRUE,52.2593,-7.1101
627.44,2020,1,2020H1,1,Waterford,Munster,Waterford City,Waterford City,Other flats,1 to 2 bed,1.5,FALSE,TRUE,FALSE,52.2593,-7.1101
587.61,2020,1,2020H1,1,Westmeath,Leinster,Westmeath,Westmeath,Other flats,1 to 2 bed,1.5,FALSE,FALSE,TRUE,53.5336,-7.3389
666.26,2020,1,2020H1,1,Westmeath,Leinster,Athlone,"Athlone, Westmeath",Other flats,1 to 2 bed,1.5,FALSE,FALSE,FALSE,53.5336,-7.3389
543.3,2020,1,2020H1,1,Westmeath,Leinster,Mullingar,"Mullingar, Westmeath",Other flats,1 to 2 bed,1.5,FALSE,FALSE,FALSE,53.5336,-7.3389
563.37,2020,1,2020H1,1,Wexford,Leinster,Wexford,Wexford,Other flats,1 to 2 bed,1.5,FALSE,FALSE,TRUE,52.3369,-6.4633
837.14,2020,1,2020H1,1,Wicklow,Leinster,Wicklow,Wicklow,Other flats,1 to 2 bed,1.5,FALSE,FALSE,TRUE,52.9862,-6.3673
771.44,2020,1,2020H1,1,Wicklow,Leinster,Arklow,"Arklow, Wicklow",Other flats,1 to 2 bed,1.5,FALSE,FALSE,FALSE,52.9862,-6.3673
856.47,2020,1,2020H1,1,Wicklow,Leinster,Bray,"Bray, Wicklow",Other flats,1 to 2 bed,1.5,FALSE,FALSE,FALSE,52.9862,-6.3673
768.02,2020,1,2020H1,1,Carlow,Leinster,Carlow,Carlow,Detached house,1 to 3 bed,2,FALSE,FALSE,TRUE,52.8365,-6.9341
812.37,2020,1,2020H1,1,Carlow,Leinster,Carlow Town,Carlow Town,Detached house,1 to 3 bed,2,FALSE,FALSE,FALSE,52.8365,-6.9341
629.04,2020,1,2020H1,1,Cavan,Ulster,Cavan,Cavan,Detached house,1 to 3 bed,2,FALSE,FALSE,TRUE,53.9908,-7.3606
678.53,2020,1,2020H1,1,Clare,Munster,Clare,Clare,Detached house,1 to 3 bed,2,FALSE,FALSE,TRUE,52.843,-8.9863
723.89,2020,1,2020H1,1,Clare,Munster,Ennis,"Ennis, Clare",Detached house,1 to 3 bed,2,FALSE,FALSE,FALSE,52.843,-8.9863
934.15,2020,1,2020H1,1,Cork,Munster,Cork,Cork,Detached house,1 to 3 bed,2,FALSE,FALSE,TRUE,51.8985,-8.4756
1221.05,2020,1,2020H1,1,Cork,Munster,Cork City,Cork City,Detached house,1 to 3 bed,2,FALSE,TRUE,FALSE,51.8985,-8.4756
885.4,2020,1,2020H1,1,Cork,Munster,Bandon,"Bandon, Cork",Detached house,1 to 3 bed,2,FALSE,FALSE,FALSE,51.8985,-8.4756
662.32,2020,1,2020H1,1,Cork,Munster,Bantry,"Bantry, Cork",Detached house,1 to 3 bed,2,FALSE,FALSE,FALSE,51.8985,-8.4756
1040.06,2020,1,2020H1,1,Cork,Munster,Carrigaline,"Carrigaline, Cork",Detached house,1 to 3 bed,2,FALSE,FALSE,FALSE,51.8985,-8.4756
801.76,2020,1,2020H1,1,Cork,Munster,Clonakilty,"Clonakilty, Cork",Detached house,1 to 3 bed,2,FALSE,FALSE,FALSE,51.8985,-8.4756
830,2020,1,2020H1,1,Cork,Munster,Fermoy,"Fermoy, Cork",Detached house,1 to 3 bed,2,FALSE,FALSE,FALSE,51.8985,-8.4756
1367,2020,1,2020H1,1,Cork,Munster,Kinsale,"Kinsale, Cork",Detached house,1 to 3 bed,2,FALSE,FALSE,FALSE,51.8985,-8.4756
747,2020,1,2020H1,1,Cork,Munster,Macroom,"Macroom, Cork",Detached house,1 to 3 bed,2,FALSE,FALSE,FALSE,51.8985,-8.4756
825.91,2020,1,2020H1,1,Cork,Munster,Mallow,"Mallow, Cork",Detached house,1 to 3 bed,2,FALSE,FALSE,FALSE,51.8985,-8.4756
1032.42,2020,1,2020H1,1,Cork,Munster,Midleton,"Midleton, Cork",Detached house,1 to 3 bed,2,FALSE,FALSE,FALSE,51.8985,-8.4756
879.14,2020,1,2020H1,1,Cork,Munster,Youghal,"Youghal, Cork",Detached house,1 to 3 bed,2,FALSE,FALSE,FALSE,51.8985,-8.4756
536.2,2020,1,2020H1,1,Donegal,Ulster,Donegal,Donegal,Detached house,1 to 3 bed,2,FALSE,FALSE,TRUE,54.6549,-8.1041
579.29,2020,1,2020H1,1,Donegal,Ulster,Letterkenny,"Letterkenny, Donegal",Detached house,1 to 3 bed,2,FALSE,FALSE,FALSE,54.6549,-8.1041
1910.76,2020,1,2020H1,1,Dublin,Leinster,Dublin,Dublin,Detached house,1 to 3 bed,2,TRUE,TRUE,TRUE,53.3498,-6.2603
2973.74,2020,1,2020H1,1,Dublin,Leinster,Dublin 4,Dublin 4,Detached house,1 to 3 bed,2,TRUE,TRUE,FALSE,53.3498,-6.2603
3483.29,2020,1,2020H1,1,Dublin,Leinster,Ballsbridge,"Ballsbridge, Dublin 4",Detached house,1 to 3 bed,2,TRUE,TRUE,FALSE,53.3498,-6.2603
2455.5,2020,1,2020H1,1,Dublin,Leinster,Dublin 6,Dublin 6,Detached house,1 to 3 bed,2,TRUE,TRUE,FALSE,53.3498,-6.2603
2086.94,2020,1,2020H1,1,Dublin,Leinster,Dublin 14,Dublin 14,Detached house,1 to 3 bed,2,TRUE,TRUE,FALSE,53.3498,-6.2603
1446.79,2020,1,2020H1,1,Dublin,Leinster,Dublin 15,Dublin 15,Detached house,1 to 3 bed,2,TRUE,TRUE,FALSE,53.3498,-6.2603
2171.63,2020,1,2020H1,1,Dublin,Leinster,Dublin 18,Dublin 18,Detached house,1 to 3 bed,2,TRUE,TRUE,FALSE,53.3498,-6.2603
1516.38,2020,1,2020H1,1,Dublin,Leinster,Dublin 24,Dublin 24,Detached house,1 to 3 bed,2,TRUE,TRUE,FALSE,53.3498,-6.2603
876.64,2020,1,2020H1,1,Galway,Connacht,Galway,Galway,Detached house,1 to 3 bed,2,FALSE,FALSE,TRUE,53.2707,-9.0568
1117.1,2020,1,2020H1,1,Galway,Connacht,Galway City,Galway City,Detached house,1 to 3 bed,2,FALSE,TRUE,FALSE,53.2707,-9.0568
706.3,2020,1,2020H1,1,Galway,Connacht,Ballinasloe,"Ballinasloe, Galway",Detached house,1 to 3 bed,2,FALSE,FALSE,FALSE,53.2707,-9.0568
706.47,2020,1,2020H1,1,Kerry,Munster,Kerry,Kerry,Detached house,1 to 3 bed,2,FALSE,FALSE,TRUE,52.1545,-9.5669
872.01,2020,1,2020H1,1,Kerry,Munster,Killarney,"Killarney, Kerry",Detached house,1 to 3 bed,2,FALSE,FALSE,FALSE,52.1545,-9.5669
692.89,2020,1,2020H1,1,Kerry,Munster,Killorglin,"Killorglin, Kerry",Detached house,1 to 3 bed,2,FALSE,FALSE,FALSE,52.1545,-9.5669
736.54,2020,1,2020H1,1,Kerry,Munster,Tralee,"Tralee, Kerry",Detached house,1 to 3 bed,2,FALSE,FALSE,FALSE,52.1545,-9.5669
1213.98,2020,1,2020H1,1,Kildare,Leinster,Kildare,Kildare,Detached house,1 to 3 bed,2,FALSE,FALSE,TRUE,53.1589,-6.9099
1305.57,2020,1,2020H1,1,Kildare,Leinster,Naas,"Naas, Kildare",Detached house,1 to 3 bed,2,FALSE,FALSE,FALSE,53.1589,-6.9099
1206.8,2020,1,2020H1,1,Kildare,Leinster,Newbridge,"Newbridge, Kildare",Detached house,1 to 3 bed,2,FALSE,FALSE,FALSE,53.1589,-6.9099
748.81,2020,1,2020H1,1,Kilkenny,Leinster,Kilkenny,Kilkenny,Detached house,1 to 3 bed,2,FALSE,FALSE,TRUE,52.6541,-7.2448
754.98,2020,1,2020H1,1,Kilkenny,Leinster,Kilkenny City,Kilkenny City,Detached house,1 to 3 bed,2,FALSE,FALSE,FALSE,52.6541,-7.2448
852.41,2020,1,2020H1,1,Laois,Leinster,Laois,Laois,Detached house,1 to 3 bed,2,FALSE,FALSE,TRUE,53.0349,-7.299
945.61,2020,1,2020H1,1,Laois,Leinster,Portlaoise,"Portlaoise, Laois",Detached house,1 to 3 bed,2,FALSE,FALSE,FALSE,53.0349,-7.299
547.88,2020,1,2020H1,1,Leitrim,Connacht,Leitrim,Leitrim,Detached house,1 to 3 bed,2,FALSE,FALSE,TRUE,54.1255,-8.0597
813.53,2020,1,2020H1,1,Limerick,Munster,Limerick,Limerick,Detached house,1 to 3 bed,2,FALSE,FALSE,TRUE,52.6638,-8.6267
1046.76,2020,1,2020H1,1,Limerick,Munster,Limerick City,Limerick City,Detached house,1 to 3 bed,2,FALSE,TRUE,FALSE,52.6638,-8.6267
620,2020,1,2020H1,1,Longford,Leinster,Longford,Longford,Detached house,1 to 3 bed,2,FALSE,FALSE,TRUE,53.7275,-7.7932
1072.52,2020,1,2020H1,1,Louth,Leinster,Louth,Louth,Detached house,1 to 3 bed,2,FALSE,FALSE,TRUE,53.9252,-6.4889
1162.39,2020,1,2020H1,1,Louth,Leinster,Drogheda,"Drogheda, Louth",Detached house,1 to 3 bed,2,FALSE,FALSE,FALSE,53.9252,-6.4889
1015.39,2020,1,2020H1,1,Louth,Leinster,Dundalk,"Dundalk, Louth",Detached house,1 to 3 bed,2,FALSE,FALSE,FALSE,53.9252,-6.4889
629.98,2020,1,2020H1,1,Mayo,Connacht,Mayo,Mayo,Detached house,1 to 3 bed,2,FALSE,FALSE,TRUE,53.855,-9.2986
608.34,2020,1,2020H1,1,Mayo,Connacht,Ballina,"Ballina, Mayo",Detached house,1 to 3 bed,2,FALSE,FALSE,FALSE,53.855,-9.2986
719.93,2020,1,2020H1,1,Mayo,Connacht,Castlebar,"Castlebar, Mayo",Detached house,1 to 3 bed,2,FALSE,FALSE,FALSE,53.855,-9.2986
560.02,2020,1,2020H1,1,Clare,Munster,Claremorris,"Claremorris, Mayo",Detached house,1 to 3 bed,2,FALSE,FALSE,FALSE,52.843,-8.9863
693.87,2020,1,2020H1,1,Mayo,Connacht,Westport,"Westport, Mayo",Detached house,1 to 3 bed,2,FALSE,FALSE,FALSE,53.855,-9.2986
1079.6,2020,1,2020H1,1,Meath,Leinster,Meath,Meath,Detached house,1 to 3 bed,2,FALSE,FALSE,TRUE,53.6055,-6.6564
1145.08,2020,1,2020H1,1,Meath,Leinster,Navan,"Navan, Meath",Detached house,1 to 3 bed,2,FALSE,FALSE,FALSE,53.6055,-6.6564
640.41,2020,1,2020H1,1,Monaghan,Ulster,Monaghan,Monaghan,Detached house,1 to 3 bed,2,FALSE,FALSE,TRUE,54.2492,-6.9683
724.17,2020,1,2020H1,1,Offaly,Leinster,Offaly,Offaly,Detached house,1 to 3 bed,2,FALSE,FALSE,TRUE,53.2734,-7.7783
645.31,2020,1,2020H1,1,Offaly,Leinster,Birr,"Birr, Offaly",Detached house,1 to 3 bed,2,FALSE,FALSE,FALSE,53.2734,-7.7783
793.18,2020,1,2020H1,1,Offaly,Leinster,Tullamore,"Tullamore, Offaly",Detached house,1 to 3 bed,2,FALSE,FALSE,FALSE,53.2734,-7.7783
626.05,2020,1,2020H1,1,Roscommon,Connacht,Roscommon,Roscommon,Detached house,1 to 3 bed,2,FALSE,FALSE,TRUE,53.7593,-8.2682
643.89,2020,1,2020H1,1,Sligo,Connacht,Sligo,Sligo,Detached house,1 to 3 bed,2,FALSE,FALSE,TRUE,54.2766,-8.4761
667.98,2020,1,2020H1,1,Tipperary,Munster,Tipperary,Tipperary,Detached house,1 to 3 bed,2,FALSE,FALSE,TRUE,52.4738,-8.1619
651.17,2020,1,2020H1,1,Tipperary,Munster,Cahir,"Cahir, Tipperary",Detached house,1 to 3 bed,2,FALSE,FALSE,FALSE,52.4738,-8.1619
742.72,2020,1,2020H1,1,Tipperary,Munster,Clonmel,"Clonmel, Tipperary",Detached house,1 to 3 bed,2,FALSE,FALSE,FALSE,52.4738,-8.1619
656.17,2020,1,2020H1,1,Tipperary,Munster,Nenagh,"Nenagh, Tipperary",Detached house,1 to 3 bed,2,FALSE,FALSE,FALSE,52.4738,-8.1619
632.88,2020,1,2020H1,1,Tipperary,Munster,Thurles,"Thurles, Tipperary",Detached house,1 to 3 bed,2,FALSE,FALSE,FALSE,52.4738,-8.1619
758.47,2020,1,2020H1,1,Waterford,Munster,Waterford,Waterford,Detached house,1 to 3 bed,2,FALSE,FALSE,TRUE,52.2593,-7.1101
849.89,2020,1,2020H1,1,Waterford,Munster,Waterford City,Waterford City,Detached house,1 to 3 bed,2,FALSE,TRUE,FALSE,52.2593,-7.1101
798.61,2020,1,2020H1,1,Waterford,Munster,Dungarvan,"Dungarvan, Waterford",Detached house,1 to 3 bed,2,FALSE,FALSE,FALSE,52.2593,-7.1101
796.69,2020,1,2020H1,1,Westmeath,Leinster,Westmeath,Westmeath,Detached house,1 to 3 bed,2,FALSE,FALSE,TRUE,53.5336,-7.3389
873.09,2020,1,2020H1,1,Westmeath,Leinster,Athlone,"Athlone, Westmeath",Detached house,1 to 3 bed,2,FALSE,FALSE,FALSE,53.5336,-7.3389
807.09,2020,1,2020H1,1,Westmeath,Leinster,Mullingar,"Mullingar, Westmeath",Detached house,1 to 3 bed,2,FALSE,FALSE,FALSE,53.5336,-7.3389
776.38,2020,1,2020H1,1,Wexford,Leinster,Wexford,Wexford,Detached house,1 to 3 bed,2,FALSE,FALSE,TRUE,52.3369,-6.4633
718.84,2020,1,2020H1,1,Wexford,Leinster,Enniscorthy,"Enniscorthy, Wexford",Detached house,1 to 3 bed,2,FALSE,FALSE,FALSE,52.3369,-6.4633
904.4,2020,1,2020H1,1,Wexford,Leinster,Gorey,"Gorey, Wexford",Detached house,1 to 3 bed,2,FALSE,FALSE,FALSE,52.3369,-6.4633
644.81,2020,1,2020H1,1,Wexford,Leinster,New Ross,"New Ross, Wexford",Detached house,1 to 3 bed,2,FALSE,FALSE,FALSE,52.3369,-6.4633
1214.29,2020,1,2020H1,1,Wicklow,Leinster,Wicklow,Wicklow,Detached house,1 to 3 bed,2,FALSE,FALSE,TRUE,52.9862,-6.3673
1174.64,2020,1,2020H1,1,Wicklow,Leinster,Wicklow Town,Wicklow Town,Detached house,1 to 3 bed,2,FALSE,FALSE,FALSE,52.9862,-6.3673
1100.86,2020,1,2020H1,1,Wicklow,Leinster,Arklow,"Arklow, Wicklow",Detached house,1 to 3 bed,2,FALSE,FALSE,FALSE,52.9862,-6.3673
865.97,2020,1,2020H1,1,Carlow,Leinster,Carlow,Carlow,Semi detached house,1 to 3 bed,2,FALSE,FALSE,TRUE,52.8365,-6.9341
878.86,2020,1,2020H1,1,Carlow,Leinster,Carlow Town,Carlow Town,Semi detached house,1 to 3 bed,2,FALSE,FALSE,FALSE,52.8365,-6.9341
839.14,2020,1,2020H1,1,Carlow,Leinster,Tullow,"Tullow, Carlow",Semi detached house,1 to 3 bed,2,FALSE,FALSE,FALSE,52.8365,-6.9341
713.42,2020,1,2020H1,1,Cavan,Ulster,Cavan,Cavan,Semi detached house,1 to 3 bed,2,FALSE,FALSE,TRUE,53.9908,-7.3606
772.39,2020,1,2020H1,1,Cavan,Ulster,Cavan Town,Cavan Town,Semi detached house,1 to 3 bed,2,FALSE,FALSE,FALSE,53.9908,-7.3606
804.29,2020,1,2020H1,1,Clare,Munster,Clare,Clare,Semi detached house,1 to 3 bed,2,FALSE,FALSE,TRUE,52.843,-8.9863
807.54,2020,1,2020H1,1,Clare,Munster,Ennis,"Ennis, Clare",Semi detached house,1 to 3 bed,2,FALSE,FALSE,FALSE,52.843,-8.9863
1100.61,2020,1,2020H1,1,Cork,Munster,Cork,Cork,Semi detached house,1 to 3 bed,2,FALSE,FALSE,TRUE,51.8985,-8.4756
1278.83,2020,1,2020H1,1,Cork,Munster,Cork City,Cork City,Semi detached house,1 to 3 bed,2,FALSE,TRUE,FALSE,51.8985,-8.4756
1240.79,2020,1,2020H1,1,Cork,Munster,Ballincollig,"Ballincollig, Cork",Semi detached house,1 to 3 bed,2,FALSE,FALSE,FALSE,51.8985,-8.4756
972.81,2020,1,2020H1,1,Cork,Munster,Bandon,"Bandon, Cork",Semi detached house,1 to 3 bed,2,FALSE,FALSE,FALSE,51.8985,-8.4756
675.61,2020,1,2020H1,1,Cork,Munster,Bantry,"Bantry, Cork",Semi detached house,1 to 3 bed,2,FALSE,FALSE,FALSE,51.8985,-8.4756
1218.22,2020,1,2020H1,1,Cork,Munster,Bishopstown,"Bishopstown, Cork",Semi detached house,1 to 3 bed,2,FALSE,FALSE,FALSE,51.8985,-8.4756
1362.25,2020,1,2020H1,1,Cork,Munster,Blackrock,"Blackrock, Cork",Semi detached house,1 to 3 bed,2,FALSE,FALSE,FALSE,51.8985,-8.4756
1011.26,2020,1,2020H1,1,Cork,Munster,Blarney,"Blarney, Cork",Semi detached house,1 to 3 bed,2,FALSE,FALSE,FALSE,51.8985,-8.4756
1251.85,2020,1,2020H1,1,Cork,Munster,Carrigaline,"Carrigaline, Cork",Semi detached house,1 to 3 bed,2,FALSE,FALSE,FALSE,51.8985,-8.4756
1173.65,2020,1,2020H1,1,Cork,Munster,Carrigtwohill,"Carrigtwohill, Cork",Semi detached house,1 to 3 bed,2,FALSE,FALSE,FALSE,51.8985,-8.4756
800.03,2020,1,2020H1,1,Cork,Munster,Charleville,"Charleville, Cork",Semi detached house,1 to 3 bed,2,FALSE,FALSE,FALSE,51.8985,-8.4756
888.46,2020,1,2020H1,1,Cork,Munster,Clonakilty,"Clonakilty, Cork",Semi detached house,1 to 3 bed,2,FALSE,FALSE,FALSE,51.8985,-8.4756
965.66,2020,1,2020H1,1,Cork,Munster,Cobh,"Cobh, Cork",Semi detached house,1 to 3 bed,2,FALSE,FALSE,FALSE,51.8985,-8.4756
1270.09,2020,1,2020H1,1,Cork,Munster,Douglas,"Douglas, Cork",Semi detached house,1 to 3 bed,2,FALSE,FALSE,FALSE,51.8985,-8.4756
942.22,2020,1,2020H1,1,Cork,Munster,Fermoy,"Fermoy, Cork",Semi detached house,1 to 3 bed,2,FALSE,FALSE,FALSE,51.8985,-8.4756
1183.22,2020,1,2020H1,1,Cork,Munster,Glanmire,"Glanmire, Cork",Semi detached house,1 to 3 bed,2,FALSE,FALSE,FALSE,51.8985,-8.4756
816.89,2020,1,2020H1,1,Cork,Munster,Kanturk,"Kanturk, Cork",Semi detached house,1 to 3 bed,2,FALSE,FALSE,FALSE,51.8985,-8.4756
1347.88,2020,1,2020H1,1,Cork,Munster,Kinsale,"Kinsale, Cork",Semi detached house,1 to 3 bed,2,FALSE,FALSE,FALSE,51.8985,-8.4756
871,2020,1,2020H1,1,Cork,Munster,Macroom,"Macroom, Cork",Semi detached house,1 to 3 bed,2,FALSE,FALSE,FALSE,51.8985,-8.4756
979.61,2020,1,2020H1,1,Cork,Munster,Mallow,"Mallow, Cork",Semi detached house,1 to 3 bed,2,FALSE,FALSE,FALSE,51.8985,-8.4756
1068.63,2020,1,2020H1,1,Cork,Munster,Midleton,"Midleton, Cork",Semi detached house,1 to 3 bed,2,FALSE,FALSE,FALSE,51.8985,-8.4756
788.23,2020,1,2020H1,1,Cork,Munster,Mitchelstown,"Mitchelstown, Cork",Semi detached house,1 to 3 bed,2,FALSE,FALSE,FALSE,51.8985,-8.4756
770.23,2020,1,2020H1,1,Cork,Munster,Skibbereen,"Skibbereen, Cork",Semi detached house,1 to 3 bed,2,FALSE,FALSE,FALSE,51.8985,-8.4756
1089.77,2020,1,2020H1,1,Cork,Munster,Wilton,"Wilton, Cork",Semi detached house,1 to 3 bed,2,FALSE,FALSE,FALSE,51.8985,-8.4756
880.47,2020,1,2020H1,1,Cork,Munster,Youghal,"Youghal, Cork",Semi detached house,1 to 3 bed,2,FALSE,FALSE,FALSE,51.8985,-8.4756
606.58,2020,1,2020H1,1,Donegal,Ulster,Donegal,Donegal,Semi detached house,1 to 3 bed,2,FALSE,FALSE,TRUE,54.6549,-8.1041
519.83,2020,1,2020H1,1,Donegal,Ulster,Ballybofey,"Ballybofey, Donegal",Semi detached house,1 to 3 bed,2,FALSE,FALSE,FALSE,54.6549,-8.1041
538.54,2020,1,2020H1,1,Donegal,Ulster,Buncrana,"Buncrana, Donegal",Semi detached house,1 to 3 bed,2,FALSE,FALSE,FALSE,54.6549,-8.1041
666.35,2020,1,2020H1,1,Donegal,Ulster,Letterkenny,"Letterkenny, Donegal",Semi detached house,1 to 3 bed,2,FALSE,FALSE,FALSE,54.6549,-8.1041
1773.27,2020,1,2020H1,1,Dublin,Leinster,Dublin,Dublin,Semi detached house,1 to 3 bed,2,TRUE,TRUE,TRUE,53.3498,-6.2603
1391.27,2020,1,2020H1,1,Dublin,Leinster,Balbriggan,"Balbriggan, Dublin",Semi detached house,1 to 3 bed,2,TRUE,TRUE,FALSE,53.3498,-6.2603
2189.08,2020,1,2020H1,1,Dublin,Leinster,Blackrock,"Blackrock, Dublin",Semi detached house,1 to 3 bed,2,TRUE,TRUE,FALSE,53.3498,-6.2603
2317.61,2020,1,2020H1,1,Dublin,Leinster,Dalkey,"Dalkey, Dublin",Semi detached house,1 to 3 bed,2,TRUE,TRUE,FALSE,53.3498,-6.2603
1798.48,2020,1,2020H1,1,Dublin,Leinster,Donabate,"Donabate, Dublin",Semi detached house,1 to 3 bed,2,TRUE,TRUE,FALSE,53.3498,-6.2603
1990.38,2020,1,2020H1,1,Dublin,Leinster,Dun Laoghaire,"Dun Laoghaire, Dublin",Semi detached house,1 to 3 bed,2,TRUE,TRUE,FALSE,53.3498,-6.2603
1641.86,2020,1,2020H1,1,Dublin,Leinster,Lucan,"Lucan, Dublin",Semi detached house,1 to 3 bed,2,TRUE,TRUE,FALSE,53.3498,-6.2603
1530.08,2020,1,2020H1,1,Dublin,Leinster,Lusk,"Lusk, Dublin",Semi detached house,1 to 3 bed,2,TRUE,TRUE,FALSE,53.3498,-6.2603
2074.31,2020,1,2020H1,1,Dublin,Leinster,Malahide,"Malahide, Dublin",Semi detached house,1 to 3 bed,2,TRUE,TRUE,FALSE,53.3498,-6.2603
2103.31,2020,1,2020H1,1,Dublin,Leinster,Monkstown,"Monkstown, Dublin",Semi detached house,1 to 3 bed,2,TRUE,TRUE,FALSE,53.3498,-6.2603
1531.36,2020,1,2020H1,1,Dublin,Leinster,Rush,"Rush, Dublin",Semi detached house,1 to 3 bed,2,TRUE,TRUE,FALSE,53.3498,-6.2603
1509.38,2020,1,2020H1,1,Dublin,Leinster,Skerries,"Skerries, Dublin",Semi detached house,1 to 3 bed,2,TRUE,TRUE,FALSE,53.3498,-6.2603
2079.53,2020,1,2020H1,1,Dublin,Leinster,Stillorgan,"Stillorgan, Dublin",Semi detached house,1 to 3 bed,2,TRUE,TRUE,FALSE,53.3498,-6.2603
1625.01,2020,1,2020H1,1,Dublin,Leinster,Swords,"Swords, Dublin",Semi detached house,1 to 3 bed,2,TRUE,TRUE,FALSE,53.3498,-6.2603
1971.51,2020,1,2020H1,1,Dublin,Leinster,Dublin 3,Dublin 3,Semi detached house,1 to 3 bed,2,TRUE,TRUE,FALSE,53.3498,-6.2603
2074.44,2020,1,2020H1,1,Dublin,Leinster,Clontarf,"Clontarf, Dublin 3",Semi detached house,1 to 3 bed,2,TRUE,TRUE,FALSE,53.3498,-6.2603
1834.15,2020,1,2020H1,1,Dublin,Leinster,Drumcondra,"Drumcondra, Dublin 3",Semi detached house,1 to 3 bed,2,TRUE,TRUE,FALSE,53.3498,-6.2603
2439.11,2020,1,2020H1,1,Dublin,Leinster,Dublin 4,Dublin 4,Semi detached house,1 to 3 bed,2,TRUE,TRUE,FALSE,53.3498,-6.2603
2729.7,2020,1,2020H1,1,Dublin,Leinster,Ballsbridge,"Ballsbridge, Dublin 4",Semi detached house,1 to 3 bed,2,TRUE,TRUE,FALSE,53.3498,-6.2603
2506.92,2020,1,2020H1,1,Dublin,Leinster,Sandymount,"Sandymount, Dublin 4",Semi detached house,1 to 3 bed,2,TRUE,TRUE,FALSE,53.3498,-6.2603
