rent_euro,year,half,half_year,time_period,county,province,area,location,property_type,bedrooms,bedrooms_num,is_dublin,is_city,is_county_aggregate,latitude,longitude,bedrooms_max
1362.61,2020,1,2020H1,1,Dublin,Leinster,Clondalkin,"Clondalkin, Dublin 22",Terrace house,1 to 2 bed,1.5,True,True,False,53.3498,-6.2603,2
988.04,2020,1,2020H1,1,Galway,Connacht,Galway,Galway,Terrace house,1 to 2 bed,1.5,False,False,True,53.2707,-9.0568,2
1117.78,2020,1,2020H1,1,Galway,Connacht,Galway City,Galway City,Terrace house,1 to 2 bed,1.5,False,True,False,53.2707,-9.0568,2
688.81,2020,1,2020H1,1,Kerry,Munster,Kerry,Kerry,Terrace house,1 to 2 bed,1.5,False,False,True,52.1545,-9.5669,2
689.74,2020,1,2020H1,1,Kerry,Munster,Tralee,"Tralee, Kerry",Terrace house,1 to 2 bed,1.5,False,False,False,52.1545,-9.5669,2
1152.21,2020,1,2020H1,1,Kildare,Leinster,Kildare,Kildare,Terrace house,1 to 2 bed,1.5,False,False,True,53.1589,-6.9099,2
1232.24,2020,1,2020H1,1,Kildare,Leinster,Celbridge,"Celbridge, Kildare",Terrace house,1 to 2 bed,1.5,False,False,False,53.1589,-6.9099,2
1399.75,2020,1,2020H1,1,Kildare,Leinster,Maynooth,"Maynooth, Kildare",Terrace house,1 to 2 bed,1.5,False,False,False,53.1589,-6.9099,2
1157.93,2020,1,2020H1,1,Kildare,Leinster,Naas,"Naas, Kildare",Terrace house,1 to 2 bed,1.5,False,False,False,53.1589,-6.9099,2
728.23,2020,1,2020H1,1,Kilkenny,Leinster,Kilkenny,Kilkenny,Terrace house,1 to 2 bed,1.5,False,False,True,52.6541,-7.2448,2
784.64,2020,1,2020H1,1,Laois,Leinster,Laois,Laois,Terrace house,1 to 2 bed,1.5,False,False,True,53.0349,-7.299,2
784.68,2020,1,2020H1,1,Limerick,Munster,Limerick,Limerick,Terrace house,1 to 2 bed,1.5,False,False,True,52.6638,-8.6267,2
857.44,2020,1,2020H1,1,Limerick,Munster,Limerick City,Limerick City,Terrace house,1 to 2 bed,1.5,False,True,False,52.6638,-8.6267,2
582.5,2020,1,2020H1,1,Longford,Leinster,Longford,Longford,Terrace house,1 to 2 bed,1.5,False,False,True,53.7275,-7.7932,2
961.46,2020,1,2020H1,1,Louth,Leinster,Louth,Louth,Terrace house,1 to 2 bed,1.5,False,False,True,53.9252,-6.4889,2
1022.63,2020,1,2020H1,1,Louth,Leinster,Drogheda,"Drogheda, Louth",Terrace house,1 to 2 bed,1.5,False,False,False,53.9252,-6.4889,2
918.11,2020,1,2020H1,1,Louth,Leinster,Dundalk,"Dundalk, Louth",Terrace house,1 to 2 bed,1.5,False,False,False,53.9252,-6.4889,2
615.14,2020,1,2020H1,1,Mayo,Connacht,Mayo,Mayo,Terrace house,1 to 2 bed,1.5,False,False,True,53.855,-9.2986,2
651.97,2020,1,2020H1,1,Mayo,Connacht,Castlebar,"Castlebar, Mayo",Terrace house,1 to 2 bed,1.5,False,False,False,53.855,-9.2986,2
1063.73,2020,1,2020H1,1,Meath,Leinster,Meath,Meath,Terrace house,1 to 2 bed,1.5,False,False,True,53.6055,-6.6564,2
1075.19,2020,1,2020H1,1,Meath,Leinster,Navan,"Navan, Meath",Terrace house,1 to 2 bed,1.5,False,False,False,53.6055,-6.6564,2
589.65,2020,1,2020H1,1,Monaghan,Ulster,Monaghan,Monaghan,Terrace house,1 to 2 bed,1.5,False,False,True,54.2492,-6.9683,2
824.7,2020,1,2020H1,1,Offaly,Leinster,Offaly,Offaly,Terrace house,1 to 2 bed,1.5,False,False,True,53.2734,-7.7783,2
918.27,2020,1,2020H1,1,Offaly,Leinster,Tullamore,"Tullamore, Offaly",Terrace house,1 to 2 bed,1.5,False,False,False,53.2734,-7.7783,2
619.88,2020,1,2020H1,1,Roscommon,Connacht,Roscommon,Roscommon,Terrace house,1 to 2 bed,1.5,False,False,True,53.7593,-8.2682,2
720.43,2020,1,2020H1,1,Sligo,Connacht,Sligo,Sligo,Terrace house,1 to 2 bed,1.5,False,False,True,54.2766,-8.4761,2
765.38,2020,1,2020H1,1,Sligo,Connacht,Sligo Town,Sligo Town,Terrace house,1 to 2 bed,1.5,False,False,False,54.2766,-8.4761,2
638.42,2020,1,2020H1,1,Tipperary,Munster,Tipperary,Tipperary,Terrace house,1 to 2 bed,1.5,False,False,True,52.4738,-8.1619,2
730.49,2020,1,2020H1,1,Tipperary,Munster,Clonmel,"Clonmel, Tipperary",Terrace house,1 to 2 bed,1.5,False,False,False,52.4738,-8.1619,2
673.55,2020,1,2020H1,1,Waterford,Munster,Waterford,Waterford,Terrace house,1 to 2 bed,1.5,False,False,True,52.2593,-7.1101,2
678.15,2020,1,2020H1,1,Waterford,Munster,Waterford City,Waterford City,Terrace house,1 to 2 bed,1.5,False,True,False,52.2593,-7.1101,2
762.46,2020,1,2020H1,1,Westmeath,Leinster,Westmeath,Westmeath,Terrace house,1 to 2 bed,1.5,False,False,True,53.5336,-7.3389,2
719.68,2020,1,2020H1,1,Westmeath,Leinster,Athlone,"Athlone, Westmeath",Terrace house,1 to 2 bed,1.5,False,False,False,53.5336,-7.3389,2
736.56,2020,1,2020H1,1,Wexford,Leinster,Wexford,Wexford,Terrace house,1 to 2 bed,1.5,False,False,True,52.3369,-6.4633,2
681.99,2020,1,2020H1,1,Wexford,Leinster,Enniscorthy,"Enniscorthy, Wexford",Terrace house,1 to 2 bed,1.5,False,False,False,52.3369,-6.4633,2
859.78,2020,1,2020H1,1,Wexford,Leinster,Gorey,"Gorey, Wexford",Terrace house,1 to 2 bed,1.5,False,False,False,52.3369,-6.4633,2
647.26,2020,1,2020H1,1,Wexford,Leinster,New Ross,"New Ross, Wexford",Terrace house,1 to 2 bed,1.5,False,False,False,52.3369,-6.4633,2
1176.24,2020,1,2020H1,1,Wicklow,Leinster,Wicklow,Wicklow,Terrace house,1 to 2 bed,1.5,False,False,True,52.9862,-6.3673,2
962.24,2020,1,2020H1,1,Wicklow,Leinster,Arklow,"Arklow, Wicklow",Terrace house,1 to 2 bed,1.5,False,False,False,52.9862,-6.3673,2
1304.66,2020,1,2020H1,1,Wicklow,Leinster,Bray,"Bray, Wicklow",Terrace house,1 to 2 bed,1.5,False,False,False,52.9862,-6.3673,2
1391.43,2020,1,2020H1,1,Wicklow,Leinster,Greystones,"Greystones, Wicklow",Terrace house,1 to 2 bed,1.5,False,False,False,52.9862,-6.3673,2
770.1,2020,1,2020H1,1,Carlow,Leinster,Carlow,Carlow,Apartment,1 to 2 bed,1.5,False,False,True,52.8365,-6.9341,2
792.46,2020,1,2020H1,1,Carlow,Leinster,Carlow Town,Carlow Town,Apartment,1 to 2 bed,1.5,False,False,False,52.8365,-6.9341,2
613.06,2020,1,2020H1,1,Cavan,Ulster,Cavan,Cavan,Apartment,1 to 2 bed,1.5,False,False,True,53.9908,-7.3606,2
641.5,2020,1,2020H1,1,Cavan,Ulster,Cavan Town,Cavan Town,Apartment,1 to 2 bed,1.5,False,False,False,53.9908,-7.3606,2
563.01,2020,1,2020H1,1,Cavan,Ulster,Ballyconnell,"Ballyconnell, Cavan",Apartment,1 to 2 bed,1.5,False,False,False,53.9908,-7.3606,2
560.27,2020,1,2020H1,1,Cavan,Ulster,Belturbet,"Belturbet, Cavan",Apartment,1 to 2 bed,1.5,False,False,False,53.9908,-7.3606,2
679.75,2020,1,2020H1,1,Clare,Munster,Clare,Clare,Apartment,1 to 2 bed,1.5,False,False,True,52.843,-8.9863,2
650.15,2020,1,2020H1,1,Clare,Munster,Ennis,"Ennis, Clare",Apartment,1 to 2 bed,1.5,False,False,False,52.843,-8.9863,2
773.59,2020,1,2020H1,1,Clare,Munster,Killaloe,"Killaloe, Clare",Apartment,1 to 2 bed,1.5,False,False,False,52.843,-8.9863,2
772.34,2020,1,2020H1,1,Clare,Munster,Shannon,"Shannon, Clare",Apartment,1 to 2 bed,1.5,False,False,False,52.843,-8.9863,2
1056.7,2020,1,2020H1,1,Cork,Munster,Cork,Cork,Apartment,1 to 2 bed,1.5,False,False,True,51.8985,-8.4756,2
1164.32,2020,1,2020H1,1,Cork,Munster,Cork City,Cork City,Apartment,1 to 2 bed,1.5,False,True,False,51.8985,-8.4756,2
1172.23,2020,1,2020H1,1,Cork,Munster,Ballincollig,"Ballincollig, Cork",Apartment,1 to 2 bed,1.5,False,False,False,51.8985,-8.4756,2
1200.84,2020,1,2020H1,1,Cork,Munster,Ballintemple,"Ballintemple, Cork",Apartment,1 to 2 bed,1.5,False,False,False,51.8985,-8.4756,2
787.99,2020,1,2020H1,1,Cork,Munster,Bandon,"Bandon, Cork",Apartment,1 to 2 bed,1.5,False,False,False,51.8985,-8.4756,2
569.0,2020,1,2020H1,1,Cork,Munster,Bantry,"Bantry, Cork",Apartment,1 to 2 bed,1.5,False,False,False,51.8985,-8.4756,2
989.11,2020,1,2020H1,1,Cork,Munster,Blackpool,"Blackpool, Cork",Apartment,1 to 2 bed,1.5,False,False,False,51.8985,-8.4756,2
1230.49,2020,1,2020H1,1,Cork,Munster,Blackrock,"Blackrock, Cork",Apartment,1 to 2 bed,1.5,False,False,False,51.8985,-8.4756,2
1007.57,2020,1,2020H1,1,Cork,Munster,Blarney,"Blarney, Cork",Apartment,1 to 2 bed,1.5,False,False,False,51.8985,-8.4756,2
919.86,2020,1,2020H1,1,Cork,Munster,Carrigaline,"Carrigaline, Cork",Apartment,1 to 2 bed,1.5,False,False,False,51.8985,-8.4756,2
948.72,2020,1,2020H1,1,Cork,Munster,Carrigtwohill,"Carrigtwohill, Cork",Apartment,1 to 2 bed,1.5,False,False,False,51.8985,-8.4756,2
678.51,2020,1,2020H1,1,Cork,Munster,Charleville,"Charleville, Cork",Apartment,1 to 2 bed,1.5,False,False,False,51.8985,-8.4756,2
756.63,2020,1,2020H1,1,Cork,Munster,Clonakilty,"Clonakilty, Cork",Apartment,1 to 2 bed,1.5,False,False,False,51.8985,-8.4756,2
878.89,2020,1,2020H1,1,Cork,Munster,Cobh,"Cobh, Cork",Apartment,1 to 2 bed,1.5,False,False,False,51.8985,-8.4756,2
1227.73,2020,1,2020H1,1,Cork,Munster,Douglas,"Douglas, Cork",Apartment,1 to 2 bed,1.5,False,False,False,51.8985,-8.4756,2
723.38,2020,1,2020H1,1,Cork,Munster,Fermoy,"Fermoy, Cork",Apartment,1 to 2 bed,1.5,False,False,False,51.8985,-8.4756,2
1019.41,2020,1,2020H1,1,Cork,Munster,Glanmire,"Glanmire, Cork",Apartment,1 to 2 bed,1.5,False,False,False,51.8985,-8.4756,2
1040.37,2020,1,2020H1,1,Cork,Munster,Kinsale,"Kinsale, Cork",Apartment,1 to 2 bed,1.5,False,False,False,51.8985,-8.4756,2
832.17,2020,1,2020H1,1,Cork,Munster,Mallow,"Mallow, Cork",Apartment,1 to 2 bed,1.5,False,False,False,51.8985,-8.4756,2
950.66,2020,1,2020H1,1,Cork,Munster,Midleton,"Midleton, Cork",Apartment,1 to 2 bed,1.5,False,False,False,51.8985,-8.4756,2
646.2,2020,1,2020H1,1,Cork,Munster,Mitchelstown,"Mitchelstown, Cork",Apartment,1 to 2 bed,1.5,False,False,False,51.8985,-8.4756,2
992.09,2020,1,2020H1,1,Cork,Munster,Passage West,"Passage West, Cork",Apartment,1 to 2 bed,1.5,False,False,False,51.8985,-8.4756,2
1227.06,2020,1,2020H1,1,Cork,Munster,Rochestown,"Rochestown, Cork",Apartment,1 to 2 bed,1.5,False,False,False,51.8985,-8.4756,2
627.95,2020,1,2020H1,1,Cork,Munster,Skibbereen,"Skibbereen, Cork",Apartment,1 to 2 bed,1.5,False,False,False,51.8985,-8.4756,2
722.66,2020,1,2020H1,1,Cork,Munster,Youghal,"Youghal, Cork",Apartment,1 to 2 bed,1.5,False,False,False,51.8985,-8.4756,2
533.47,2020,1,2020H1,1,Donegal,Ulster,Donegal,Donegal,Apartment,1 to 2 bed,1.5,False,False,True,54.6549,-8.1041,2
572.4,2020,1,2020H1,1,Donegal,Ulster,Letterkenny,"Letterkenny, Donegal",Apartment,1 to 2 bed,1.5,False,False,False,54.6549,-8.1041,2
477.37,2020,1,2020H1,1,Donegal,Ulster,Stranorlar,"Stranorlar, Donegal",Apartment,1 to 2 bed,1.5,False,False,False,54.6549,-8.1041,2
1666.05,2020,1,2020H1,1,Dublin,Leinster,Dublin,Dublin,Apartment,1 to 2 bed,1.5,True,True,True,53.3498,-6.2603,2
1259.4,2020,1,2020H1,1,Dublin,Leinster,Balbriggan,"Balbriggan, Dublin",Apartment,1 to 2 bed,1.5,True,True,False,53.3498,-6.2603,2
1755.24,2020,1,2020H1,1,Dublin,Leinster,Blackrock,"Blackrock, Dublin",Apartment,1 to 2 bed,1.5,True,True,False,53.3498,-6.2603,2
1889.17,2020,1,2020H1,1,Dublin,Leinster,Booterstown,"Booterstown, Dublin",Apartment,1 to 2 bed,1.5,True,True,False,53.3498,-6.2603,2
1709.56,2020,1,2020H1,1,Dublin,Leinster,Dalkey,"Dalkey, Dublin",Apartment,1 to 2 bed,1.5,True,True,False,53.3498,-6.2603,2
1326.76,2020,1,2020H1,1,Dublin,Leinster,Donabate,"Donabate, Dublin",Apartment,1 to 2 bed,1.5,True,True,False,53.3498,-6.2603,2
1864.81,2020,1,2020H1,1,Dublin,Leinster,Dun Laoghaire,"Dun Laoghaire, Dublin",Apartment,1 to 2 bed,1.5,True,True,False,53.3498,-6.2603,2
1798.23,2020,1,2020H1,1,Dublin,Leinster,Howth,"Howth, Dublin",Apartment,1 to 2 bed,1.5,True,True,False,53.3498,-6.2603,2
1892.69,2020,1,2020H1,1,Dublin,Leinster,Killiney,"Killiney, Dublin",Apartment,1 to 2 bed,1.5,True,True,False,53.3498,-6.2603,2
1338.93,2020,1,2020H1,1,Dublin,Leinster,Kinsealy,"Kinsealy, Dublin",Apartment,1 to 2 bed,1.5,True,True,False,53.3498,-6.2603,2
1474.78,2020,1,2020H1,1,Dublin,Leinster,Lucan,"Lucan, Dublin",Apartment,1 to 2 bed,1.5,True,True,False,53.3498,-6.2603,2
1736.02,2020,1,2020H1,1,Dublin,Leinster,Malahide,"Malahide, Dublin",Apartment,1 to 2 bed,1.5,True,True,False,53.3498,-6.2603,2
1602.21,2020,1,2020H1,1,Dublin,Leinster,Monkstown,"Monkstown, Dublin",Apartment,1 to 2 bed,1.5,True,True,False,53.3498,-6.2603,2
1545.75,2020,1,2020H1,1,Dublin,Leinster,Portmarnock,"Portmarnock, Dublin",Apartment,1 to 2 bed,1.5,True,True,False,53.3498,-6.2603,2
1348.64,2020,1,2020H1,1,Dublin,Leinster,Rathcoole,"Rathcoole, Dublin",Apartment,1 to 2 bed,1.5,True,True,False,53.3498,-6.2603,2
1269.4,2020,1,2020H1,1,Dublin,Leinster,Rush,"Rush, Dublin",Apartment,1 to 2 bed,1.5,True,True,False,53.3498,-6.2603,2
1518.35,2020,1,2020H1,1,Dublin,Leinster,Saggart,"Saggart, Dublin",Apartment,1 to 2 bed,1.5,True,True,False,53.3498,-6.2603,2
1556.87,2020,1,2020H1,1,Dublin,Leinster,Sandycove,"Sandycove, Dublin",Apartment,1 to 2 bed,1.5,True,True,False,53.3498,-6.2603,2
1477.21,2020,1,2020H1,1,Dublin,Leinster,Shankill,"Shankill, Dublin",Apartment,1 to 2 bed,1.5,True,True,False,53.3498,-6.2603,2
1264.91,2020,1,2020H1,1,Dublin,Leinster,Skerries,"Skerries, Dublin",Apartment,1 to 2 bed,1.5,True,True,False,53.3498,-6.2603,2
1783.15,2020,1,2020H1,1,Dublin,Leinster,Stillorgan,"Stillorgan, Dublin",Apartment,1 to 2 bed,1.5,True,True,False,53.3498,-6.2603,2
1450.7,2020,1,2020H1,1,Dublin,Leinster,Swords,"Swords, Dublin",Apartment,1 to 2 bed,1.5,True,True,False,53.3498,-6.2603,2
1723.3,2020,1,2020H1,1,Dublin,Leinster,Dublin 1,Dublin 1,Apartment,1 to 2 bed,1.5,True,True,False,53.3498,-6.2603,2
1838.15,2020,1,2020H1,1,Dublin,Leinster,I.F.S.C.,"I.F.S.C., Dublin 1",Apartment,1 to 2 bed,1.5,True,True,False,53.3498,-6.2603,2
1661.18,2020,1,2020H1,1,Dublin,Leinster,Parnell Street,"Parnell Street, Dublin 1",Apartment,1 to 2 bed,1.5,True,True,False,53.3498,-6.2603,2
2120.32,2020,1,2020H1,1,Dublin,Leinster,Spencer Dock,"Spencer Dock, Dublin 1",Apartment,1 to 2 bed,1.5,True,True,False,53.3498,-6.2603,2
1601.15,2020,1,2020H1,1,Dublin,Leinster,Summerhill,"Summerhill, Dublin 1",Apartment,1 to 2 bed,1.5,True,True,False,53.3498,-6.2603,2
2199.15,2020,1,2020H1,1,Dublin,Leinster,Dublin 2,Dublin 2,Apartment,1 to 2 bed,1.5,True,True,False,53.3498,-6.2603,2
2394.22,2020,1,2020H1,1,Dublin,Leinster,Grand Canal Dock,"Grand Canal Dock, Dublin 2",Apartment,1 to 2 bed,1.5,True,True,False,53.3498,-6.2603,2
2398.43,2020,1,2020H1,1,Dublin,Leinster,Hanover Quay,"Hanover Quay, Dublin 2",Apartment,1 to 2 bed,1.5,True,True,False,53.3498,-6.2603,2
1775.4,2020,1,2020H1,1,Dublin,Leinster,Pearse Street,"Pearse Street, Dublin 2",Apartment,1 to 2 bed,1.5,True,True,False,53.3498,-6.2603,2
1861.5,2020,1,2020H1,1,Dublin,Leinster,Temple Bar,"Temple Bar, Dublin 2",Apartment,1 to 2 bed,1.5,True,True,False,53.3498,-6.2603,2
1800.03,2020,1,2020H1,1,Dublin,Leinster,Townsend Street,"Townsend Street, Dublin 2",Apartment,1 to 2 bed,1.5,True,True,False,53.3498,-6.2603,2
1642.05,2020,1,2020H1,1,Dublin,Leinster,Dublin 3,Dublin 3,Apartment,1 to 2 bed,1.5,True,True,False,53.3498,-6.2603,2
1554.74,2020,1,2020H1,1,Dublin,Leinster,Clonliffe,"Clonliffe, Dublin 3",Apartment,1 to 2 bed,1.5,True,True,False,53.3498,-6.2603,2
1647.19,2020,1,2020H1,1,Dublin,Leinster,Clontarf,"Clontarf, Dublin 3",Apartment,1 to 2 bed,1.5,True,True,False,53.3498,-6.2603,2
1462.69,2020,1,2020H1,1,Dublin,Leinster,Drumcondra,"Drumcondra, Dublin 3",Apartment,1 to 2 bed,1.5,True,True,False,53.3498,-6.2603,2
1782.84,2020,1,2020H1,1,Dublin,Leinster,East Wall,"East Wall, Dublin 3",Apartment,1 to 2 bed,1.5,True,True,False,53.3498,-6.2603,2
1541.11,2020,1,2020H1,1,Dublin,Leinster,Fairview,"Fairview, Dublin 3",Apartment,1 to 2 bed,1.5,True,True,False,53.3498,-6.2603,2
2067.24,2020,1,2020H1,1,Dublin,Leinster,Dublin 4,Dublin 4,Apartment,1 to 2 bed,1.5,True,True,False,53.3498,-6.2603,2
2303.76,2020,1,2020H1,1,Dublin,Leinster,Ballsbridge,"Ballsbridge, Dublin 4",Apartment,1 to 2 bed,1.5,True,True,False,53.3498,-6.2603,2
1800.34,2020,1,2020H1,1,Dublin,Leinster,Donnybrook,"Donnybrook, Dublin 4",Apartment,1 to 2 bed,1.5,True,True,False,53.3498,-6.2603,2
1801.27,2020,1,2020H1,1,Dublin,Leinster,Merrion,"Merrion, Dublin 4",Apartment,1 to 2 bed,1.5,True,True,False,53.3498,-6.2603,2
2137.59,2020,1,2020H1,1,Dublin,Leinster,Pembroke,"Pembroke, Dublin 4",Apartment,1 to 2 bed,1.5,True,True,False,53.3498,-6.2603,2
1843.16,2020,1,2020H1,1,Dublin,Leinster,Ringsend,"Ringsend, Dublin 4",Apartment,1 to 2 bed,1.5,True,True,False,53.3498,-6.2603,2
1898.61,2020,1,2020H1,1,Dublin,Leinster,Sandymount,"Sandymount, Dublin 4",Apartment,1 to 2 bed,1.5,True,True,False,53.3498,-6.2603,2
1587.66,2020,1,2020H1,1,Dublin,Leinster,Dublin 5,Dublin 5,Apartment,1 to 2 bed,1.5,True,True,False,53.3498,-6.2603,2
1544.08,2020,1,2020H1,1,Dublin,Leinster,Artane,"Artane, Dublin 5",Apartment,1 to 2 bed,1.5,True,True,False,53.3498,-6.2603,2
1528.86,2020,1,2020H1,1,Dublin,Leinster,Raheny,"Raheny, Dublin 5",Apartment,1 to 2 bed,1.5,True,True,False,53.3498,-6.2603,2
1667.15,2020,1,2020H1,1,Dublin,Leinster,Dublin 6,Dublin 6,Apartment,1 to 2 bed,1.5,True,True,False,53.3498,-6.2603,2
1591.5,2020,1,2020H1,1,Dublin,Leinster,Harolds Cross,"Harolds Cross, Dublin 6",Apartment,1 to 2 bed,1.5,True,True,False,53.3498,-6.2603,2
1937.17,2020,1,2020H1,1,Dublin,Leinster,Milltown,"Milltown, Dublin 6",Apartment,1 to 2 bed,1.5,True,True,False,53.3498,-6.2603,2
1659.03,2020,1,2020H1,1,Dublin,Leinster,Ranelagh,"Ranelagh, Dublin 6",Apartment,1 to 2 bed,1.5,True,True,False,53.3498,-6.2603,2
1561.08,2020,1,2020H1,1,Dublin,Leinster,Rathgar,"Rathgar, Dublin 6",Apartment,1 to 2 bed,1.5,True,True,False,53.3498,-6.2603,2
1511.68,2020,1,2020H1,1,Dublin,Leinster,Rathmines,"Rathmines, Dublin 6",Apartment,1 to 2 bed,1.5,True,True,False,53.3498,-6.2603,2
1633.15,2020,1,2020H1,1,Dublin,Leinster,Terenure,"Terenure, Dublin 6",Apartment,1 to 2 bed,1.5,True,True,False,53.3498,-6.2603,2
1595.52,2020,1,2020H1,1,Dublin,Leinster,Dublin 6W,Dublin 6W,Apartment,1 to 2 bed,1.5,True,True,False,53.3498,-6.2603,2
1403.55,2020,1,2020H1,1,Dublin,Leinster,Harolds Cross,"Harolds Cross, Dublin 6W",Apartment,1 to 2 bed,1.5,True,True,False,53.3498,-6.2603,2
1718.23,2020,1,2020H1,1,Dublin,Leinster,Terenure,"Terenure, Dublin 6W",Apartment,1 to 2 bed,1.5,True,True,False,53.3498,-6.2603,2
1548.38,2020,1,2020H1,1,Dublin,Leinster,Dublin 7,Dublin 7,Apartment,1 to 2 bed,1.5,True,True,False,53.3498,-6.2603,2
1356.37,2020,1,2020H1,1,Dublin,Leinster,Cabra,"Cabra, Dublin 7",Apartment,1 to 2 bed,1.5,True,True,False,53.3498,-6.2603,2
1471.29,2020,1,2020H1,1,Dublin,Leinster,Navan Road,"Navan Road, Dublin 7",Apartment,1 to 2 bed,1.5,True,True,False,53.3498,-6.2603,2
1383.27,2020,1,2020H1,1,Dublin,Leinster,Phibsboro,"Phibsboro, Dublin 7",Apartment,1 to 2 bed,1.5,True,True,False,53.3498,-6.2603,2
1703.29,2020,1,2020H1,1,Dublin,Leinster,Smithfield,"Smithfield, Dublin 7",Apartment,1 to 2 bed,1.5,True,True,False,53.3498,-6.2603,2
1585.58,2020,1,2020H1,1,Dublin,Leinster,Dublin 8,Dublin 8,Apartment,1 to 2 bed,1.5,True,True,False,53.3498,-6.2603,2
1634.14,2020,1,2020H1,1,Dublin,Leinster,Christchurch,"Christchurch, Dublin 8",Apartment,1 to 2 bed,1.5,True,True,False,53.3498,-6.2603,2
1574.91,2020,1,2020H1,1,Cork,Munster,Cork Street,"Cork Street, Dublin 8",Apartment,1 to 2 bed,1.5,False,True,False,51.8985,-8.4756,2
1415.98,2020,1,2020H1,1,Dublin,Leinster,Inchicore,"Inchicore, Dublin 8",Apartment,1 to 2 bed,1.5,True,True,False,53.3498,-6.2603,2
1800.79,2020,1,2020H1,1,Dublin,Leinster,Islandbridge,"Islandbridge, Dublin 8",Apartment,1 to 2 bed,1.5,True,True,False,53.3498,-6.2603,2
1527.41,2020,1,2020H1,1,Dublin,Leinster,Kilmainham ,"Kilmainham , Dublin 8",Apartment,1 to 2 bed,1.5,True,True,False,53.3498,-6.2603,2
1451.61,2020,1,2020H1,1,Dublin,Leinster,Portobello,"Portobello, Dublin 8",Apartment,1 to 2 bed,1.5,True,True,False,53.3498,-6.2603,2
1458.34,2020,1,2020H1,1,Dublin,Leinster,Rialto,"Rialto, Dublin 8",Apartment,1 to 2 bed,1.5,True,True,False,53.3498,-6.2603,2
1517.35,2020,1,2020H1,1,Dublin,Leinster,South Circular Road,"South Circular Road, Dublin 8",Apartment,1 to 2 bed,1.5,True,True,False,53.3498,-6.2603,2
1503.92,2020,1,2020H1,1,Dublin,Leinster,Dublin 9,Dublin 9,Apartment,1 to 2 bed,1.5,True,True,False,53.3498,-6.2603,2
1386.87,2020,1,2020H1,1,Dublin,Leinster,Ballymun,"Ballymun, Dublin 9",Apartment,1 to 2 bed,1.5,True,True,False,53.3498,-6.2603,2
1414.6,2020,1,2020H1,1,Dublin,Leinster,Beaumont,"Beaumont, Dublin 9",Apartment,1 to 2 bed,1.5,True,True,False,53.3498,-6.2603,2
1590.54,2020,1,2020H1,1,Dublin,Leinster,Drumcondra,"Drumcondra, Dublin 9",Apartment,1 to 2 bed,1.5,True,True,False,53.3498,-6.2603,2
1368.43,2020,1,2020H1,1,Dublin,Leinster,Glasnevin,"Glasnevin, Dublin 9",Apartment,1 to 2 bed,1.5,True,True,False,53.3498,-6.2603,2
1634.03,2020,1,2020H1,1,Dublin,Leinster,Santry,"Santry, Dublin 9",Apartment,1 to 2 bed,1.5,True,True,False,53.3498,-6.2603,2
1397.76,2020,1,2020H1,1,Dublin,Leinster,Dublin 10,Dublin 10,Apartment,1 to 2 bed,1.5,True,True,False,53.3498,-6.2603,2
1330.31,2020,1,2020H1,1,Dublin,Leinster,Cherry Orchard,"Cherry Orchard, Dublin 10",Apartment,1 to 2 bed,1.5,True,True,False,53.3498,-6.2603,2
1395.95,2020,1,2020H1,1,Dublin,Leinster,Dublin 11,Dublin 11,Apartment,1 to 2 bed,1.5,True,True,False,53.3498,-6.2603,2
1428.87,2020,1,2020H1,1,Dublin,Leinster,Ballymun,"Ballymun, Dublin 11",Apartment,1 to 2 bed,1.5,True,True,False,53.3498,-6.2603,2
1348.26,2020,1,2020H1,1,Dublin,Leinster,Finglas,"Finglas, Dublin 11",Apartment,1 to 2 bed,1.5,True,True,False,53.3498,-6.2603,2
1437.79,2020,1,2020H1,1,Dublin,Leinster,Glasnevin,"Glasnevin, Dublin 11",Apartment,1 to 2 bed,1.5,True,True,False,53.3498,-6.2603,2
1541.91,2020,1,2020H1,1,Dublin,Leinster,Dublin 12,Dublin 12,Apartment,1 to 2 bed,1.5,True,True,False,53.3498,-6.2603,2
1537.78,2020,1,2020H1,1,Dublin,Leinster,Crumlin,"Crumlin, Dublin 12",Apartment,1 to 2 bed,1.5,True,True,False,53.3498,-6.2603,2
1523.83,2020,1,2020H1,1,Dublin,Leinster,Drimnagh,"Drimnagh, Dublin 12",Apartment,1 to 2 bed,1.5,True,True,False,53.3498,-6.2603,2
1518.76,2020,1,2020H1,1,Dublin,Leinster,Kimmage,"Kimmage, Dublin 12",Apartment,1 to 2 bed,1.5,True,True,False,53.3498,-6.2603,2
1617.86,2020,1,2020H1,1,Dublin,Leinster,Dublin 13,Dublin 13,Apartment,1 to 2 bed,1.5,True,True,False,53.3498,-6.2603,2
1505.56,2020,1,2020H1,1,Dublin,Leinster,Baldoyle,"Baldoyle, Dublin 13",Apartment,1 to 2 bed,1.5,True,True,False,53.3498,-6.2603,2
1526.33,2020,1,2020H1,1,Dublin,Leinster,Balgriffin,"Balgriffin, Dublin 13",Apartment,1 to 2 bed,1.5,True,True,False,53.3498,-6.2603,2
1515.29,2020,1,2020H1,1,Dublin,Leinster,Clongriffin,"Clongriffin, Dublin 13",Apartment,1 to 2 bed,1.5,True,True,False,53.3498,-6.2603,2
